date,product,category,region,sales_amount,quantity,profit,year,month,month_name,year_month,profit_margin
2023-06-14,Cereal,Groceries,West,8.85,1,0.9,2023,6,Jun,2023-06,10.17
2021-12-16,Headphones,Electronics,West,4669.46,5,515.02,2021,12,Dec,2021-12,11.03
2023-04-08,Rice,Groceries,North,63.84,3,5.63,2023,4,Apr,2023-04,8.82
2023-01-12,Bookshelf,Furniture,Central,285.75,1,91.19,2023,1,Jan,2023-01,31.91
2022-11-08,Cereal,Groceries,East,92.79,4,9.75,2022,11,Nov,2022-11,10.51
2023-11-20,Jeans,Clothing,West,281.6,3,92.42,2023,11,Nov,2023-11,32.82
2023-06-13,Shoes,Clothing,Central,368.59,6,201.2,2023,6,Jun,2023-06,54.59
2023-05-09,Dumbbell Set,Sports,North,1188.1,3,297.62,2023,5,May,2023-05,25.05
2021-09-19,Bread,Groceries,West,119.55,5,15.8,2021,9,Sep,2021-09,13.22
2021-06-11,Sofa,Furniture,East,877.47,3,276.39,2021,6,Jun,2021-06,31.5
2021-08-23,Running Shoes,Sports,East,47.56,2,16.04,2021,8,Aug,2021-08,33.73
2021-03-05,Sofa,Furniture,East,2114.44,4,603.23,2021,3,Mar,2021-03,28.53
2023-01-19,Smartphone,Electronics,East,1586.06,3,277.33,2023,1,Jan,2023-01,17.49
2023-11-30,Dumbbell Set,Sports,West,1117.5,6,383.67,2023,11,Nov,2023-11,34.33
2023-01-11,Tennis Racket,Sports,South,429.82,3,133.96,2023,1,Jan,2023-01,31.17
2022-01-06,Bed Frame,Furniture,Central,938.35,3,236.77,2022,1,Jan,2022-01,25.23
2022-07-28,Bookshelf,Furniture,South,4462.59,6,1377.81,2022,7,Jul,2022-07,30.87
2021-09-27,Sweater,Clothing,North,330.73,5,149.21,2021,9,Sep,2021-09,45.12
2021-10-20,Headphones,Electronics,North,7641.57,6,1336.53,2021,10,Oct,2021-10,17.49
2021-11-21,Shoes,Clothing,West,64.44,2,21.11,2021,11,Nov,2021-11,32.76
2022-08-13,Sofa,Furniture,Central,2990.13,4,676.54,2022,8,Aug,2022-08,22.63
2022-06-05,Sofa,Furniture,South,764.71,1,301.84,2022,6,Jun,2022-06,39.47
2021-10-31,Jeans,Clothing,South,177.21,1,76.26,2021,10,Oct,2021-10,43.03
2023-11-03,Desk,Furniture,North,1525.29,5,538.61,2023,11,Nov,2023-11,35.31
2022-04-08,Cereal,Groceries,North,16.43,1,1.31,2022,4,Apr,2022-04,7.97
2021-09-13,Shoes,Clothing,West,90.5,1,34.69,2021,9,Sep,2021-09,38.33
2023-11-27,Coffee,Groceries,East,28.98,1,3.7,2023,11,Nov,2023-11,12.77
2022-11-14,Rice,Groceries,East,110.53,5,7.58,2022,11,Nov,2022-11,6.86
2022-06-08,Chair,Furniture,South,175.73,1,54.17,2022,6,Jun,2022-06,30.83
2021-01-10,Rice,Groceries,West,35.35,2,2.88,2021,1,Jan,2021-01,8.15
2022-09-16,Smartwatch,Electronics,East,6401.39,7,770.32,2022,9,Sep,2022-09,12.03
2022-09-22,Rice,Groceries,South,23.14,1,2.87,2022,9,Sep,2022-09,12.4
2022-08-18,Desk,Furniture,South,2621.81,4,979.07,2022,8,Aug,2022-08,37.34
2022-06-17,T-Shirt,Clothing,South,84.66,1,28.49,2022,6,Jun,2022-06,33.65
2021-05-08,Tennis Racket,Sports,South,1501.57,4,452.56,2021,5,May,2021-05,30.14
2022-06-27,Shoes,Clothing,East,187.19,3,73.9,2022,6,Jun,2022-06,39.48
2023-07-20,Olive Oil,Groceries,North,43.33,2,5.45,2023,7,Jul,2023-07,12.58
2022-02-01,Headphones,Electronics,West,1467.91,3,272.26,2022,2,Feb,2022-02,18.55
2021-03-29,Jacket,Clothing,Central,53.03,3,26.69,2021,3,Mar,2021-03,50.33
2022-07-18,T-Shirt,Clothing,East,328.22,2,112.26,2022,7,Jul,2022-07,34.2
2021-04-15,Desk,Furniture,North,3879.95,5,1087.22,2021,4,Apr,2021-04,28.02
2021-12-28,Cereal,Groceries,West,8.64,3,0.93,2021,12,Dec,2021-12,10.76
2023-06-19,Desk,Furniture,East,2222.4,4,770.44,2023,6,Jun,2023-06,34.67
2021-06-29,Sofa,Furniture,West,2313.63,4,870.67,2021,6,Jun,2021-06,37.63
2023-08-23,Tennis Racket,Sports,East,140.48,5,43.81,2023,8,Aug,2023-08,31.19
2021-08-22,Bicycle,Sports,East,257.86,1,95.63,2021,8,Aug,2021-08,37.09
2022-02-10,Dress,Clothing,East,87.24,2,46.62,2022,2,Feb,2022-02,53.44
2023-05-04,Sofa,Furniture,North,912.46,2,315.68,2023,5,May,2023-05,34.6
2022-09-13,Bread,Groceries,North,20.08,2,2.8,2022,9,Sep,2022-09,13.94
2022-03-11,Yoga Mat,Sports,North,601.83,2,260.16,2022,3,Mar,2022-03,43.23
2023-09-23,Laptop,Electronics,West,1121.14,2,222.93,2023,9,Sep,2023-09,19.88
2021-12-19,Olive Oil,Groceries,South,39.66,2,5.89,2021,12,Dec,2021-12,14.85
2022-03-09,Headphones,Electronics,Central,2704.28,3,393.39,2022,3,Mar,2022-03,14.55
2021-05-01,Rice,Groceries,West,46.86,2,3.14,2021,5,May,2021-05,6.7
2021-09-29,Headphones,Electronics,South,837.74,4,138.15,2021,9,Sep,2021-09,16.49
2022-02-01,Yoga Mat,Sports,West,792.97,3,198.68,2022,2,Feb,2022-02,25.06
2021-11-18,Bicycle,Sports,South,142.57,3,38.93,2021,11,Nov,2021-11,27.31
2023-07-07,Coffee,Groceries,South,78.2,8,7.08,2023,7,Jul,2023-07,9.05
2023-02-06,Tennis Racket,Sports,South,239.94,1,102.09,2023,2,Feb,2023-02,42.55
2022-11-21,Bicycle,Sports,West,335.93,5,99.36,2022,11,Nov,2022-11,29.58
2021-02-11,Bed Frame,Furniture,North,1950.87,5,430.32,2021,2,Feb,2021-02,22.06
2022-09-29,Tablet,Electronics,North,1581.83,2,239.65,2022,9,Sep,2022-09,15.15
2023-07-04,Coffee,Groceries,South,34.75,3,3.23,2023,7,Jul,2023-07,9.29
2022-03-23,Headphones,Electronics,South,1445.39,1,270.11,2022,3,Mar,2022-03,18.69
2022-05-14,Wardrobe,Furniture,West,1481.99,2,327.78,2022,5,May,2022-05,22.12
2021-04-01,Tennis Racket,Sports,Central,1355.11,6,531.13,2021,4,Apr,2021-04,39.19
2021-02-12,Tennis Racket,Sports,West,84.12,3,37.14,2021,2,Feb,2021-02,44.15
2021-01-06,Wardrobe,Furniture,West,546.59,1,145.65,2021,1,Jan,2021-01,26.65
2023-11-23,Wardrobe,Furniture,Central,4428.47,6,1756.5,2023,11,Nov,2023-11,39.66
2023-11-25,Tennis Racket,Sports,East,1499.34,7,400.93,2023,11,Nov,2023-11,26.74
2021-08-07,Shoes,Clothing,South,568.67,4,305.08,2021,8,Aug,2021-08,53.65
2021-10-29,Shorts,Clothing,West,28.02,1,15.22,2021,10,Oct,2021-10,54.32
2021-04-20,Wardrobe,Furniture,West,1802.18,3,473.96,2021,4,Apr,2021-04,26.3
2023-03-20,Smartwatch,Electronics,West,2531.28,3,434.18,2023,3,Mar,2023-03,17.15
2023-10-02,Dumbbell Set,Sports,North,739.77,5,318.35,2023,10,Oct,2023-10,43.03
2021-11-16,Coffee,Groceries,Central,3.17,1,0.36,2021,11,Nov,2021-11,11.36
2022-02-05,Wardrobe,Furniture,East,531.25,1,206.53,2022,2,Feb,2022-02,38.88
2023-02-13,Wardrobe,Furniture,North,213.6,2,57.99,2023,2,Feb,2023-02,27.15
2023-04-19,Bread,Groceries,Central,19.92,2,1.53,2023,4,Apr,2023-04,7.68
2021-08-08,T-Shirt,Clothing,Central,595.59,3,324.0,2021,8,Aug,2021-08,54.4
2023-01-18,Dress,Clothing,North,28.88,2,12.03,2023,1,Jan,2023-01,41.66
2022-03-26,Bicycle,Sports,West,364.19,2,97.22,2022,3,Mar,2022-03,26.69
2021-05-21,Sofa,Furniture,South,1532.79,3,494.05,2021,5,May,2021-05,32.23
2022-08-20,Dress,Clothing,West,472.06,3,215.72,2022,8,Aug,2022-08,45.7
2022-01-30,Coffee,Groceries,North,78.69,3,5.51,2022,1,Jan,2022-01,7.0
2021-09-09,Rice,Groceries,North,1.29,1,0.13,2021,9,Sep,2021-09,10.08
2022-08-03,Shoes,Clothing,Central,42.22,2,14.09,2022,8,Aug,2022-08,33.37
2022-09-09,Jacket,Clothing,Central,183.41,1,84.49,2022,9,Sep,2022-09,46.07
2021-10-20,Headphones,Electronics,Central,624.99,2,52.8,2021,10,Oct,2021-10,8.45
2023-03-10,Webcam,Electronics,South,4825.29,4,813.6,2023,3,Mar,2023-03,16.86
2022-08-04,Bread,Groceries,East,79.14,4,4.12,2022,8,Aug,2022-08,5.21
2021-06-28,Shoes,Clothing,South,220.8,6,105.05,2021,6,Jun,2021-06,47.58
2021-11-05,Chair,Furniture,East,1395.88,3,297.39,2021,11,Nov,2021-11,21.3
2021-11-07,Yoga Mat,Sports,Central,839.99,6,238.7,2021,11,Nov,2021-11,28.42
2023-08-16,Wardrobe,Furniture,West,4227.96,6,1612.84,2023,8,Aug,2023-08,38.15
2022-06-08,Coffee,Groceries,South,155.99,6,9.97,2022,6,Jun,2022-06,6.39
2021-03-17,Rice,Groceries,South,7.98,1,0.77,2021,3,Mar,2021-03,9.65
2021-08-03,Webcam,Electronics,North,300.17,1,38.72,2021,8,Aug,2021-08,12.9
2021-08-04,Bicycle,Sports,South,451.65,3,164.44,2021,8,Aug,2021-08,36.41
2023-01-21,Desk,Furniture,West,201.0,2,46.87,2023,1,Jan,2023-01,23.32
2022-06-05,Smartphone,Electronics,South,435.32,1,80.93,2022,6,Jun,2022-06,18.59
2022-03-26,Jeans,Clothing,Central,36.11,3,10.93,2022,3,Mar,2022-03,30.27
2022-01-06,Smartphone,Electronics,Central,1414.5,1,140.89,2022,1,Jan,2022-01,9.96
2022-03-22,Wardrobe,Furniture,East,343.14,2,93.33,2022,3,Mar,2022-03,27.2
2021-02-03,Smartwatch,Electronics,West,1041.95,4,101.11,2021,2,Feb,2021-02,9.7
2021-05-05,Rice,Groceries,Central,13.33,3,1.14,2021,5,May,2021-05,8.55
2023-07-14,Dumbbell Set,Sports,South,189.8,2,70.46,2023,7,Jul,2023-07,37.12
2022-12-29,T-Shirt,Clothing,West,177.72,1,68.3,2022,12,Dec,2022-12,38.43
2023-08-13,Headphones,Electronics,Central,3659.8,3,473.44,2023,8,Aug,2023-08,12.94
2021-07-29,Headphones,Electronics,East,536.68,2,85.74,2021,7,Jul,2021-07,15.98
2022-12-19,Jacket,Clothing,South,1302.9,8,541.23,2022,12,Dec,2022-12,41.54
2023-03-08,Yoga Mat,Sports,Central,766.25,2,330.98,2023,3,Mar,2023-03,43.19
2021-06-10,Yoga Mat,Sports,South,107.42,3,39.44,2021,6,Jun,2021-06,36.72
2023-01-07,Wardrobe,Furniture,West,975.6,2,341.11,2023,1,Jan,2023-01,34.96
2021-08-20,Bed Frame,Furniture,Central,745.45,2,198.45,2021,8,Aug,2021-08,26.62
2023-05-02,Shoes,Clothing,North,274.66,2,91.97,2023,5,May,2023-05,33.49
2021-06-18,Olive Oil,Groceries,East,104.06,4,6.83,2021,6,Jun,2021-06,6.56
2023-02-01,Wardrobe,Furniture,East,954.73,2,290.27,2023,2,Feb,2023-02,30.4
2021-01-22,Milk,Groceries,Central,6.75,3,0.76,2021,1,Jan,2021-01,11.26
2022-05-04,Bed Frame,Furniture,Central,606.03,1,156.51,2022,5,May,2022-05,25.83
2021-05-09,Milk,Groceries,West,26.88,1,2.0,2021,5,May,2021-05,7.44
2022-05-12,Monitor,Electronics,North,76.61,1,15.3,2022,5,May,2022-05,19.97
2021-12-27,Tennis Racket,Sports,Central,806.98,4,291.85,2021,12,Dec,2021-12,36.17
2021-03-20,Lamp,Furniture,East,856.02,2,264.43,2021,3,Mar,2021-03,30.89
2023-10-01,Wardrobe,Furniture,West,3366.99,5,920.84,2023,10,Oct,2023-10,27.35
2023-09-05,Monitor,Electronics,Central,829.43,1,78.78,2023,9,Sep,2023-09,9.5
2022-06-16,Running Shoes,Sports,East,1558.3,6,673.93,2022,6,Jun,2022-06,43.25
2021-05-20,Shoes,Clothing,Central,912.94,6,404.76,2021,5,May,2021-05,44.34
2023-02-24,Headphones,Electronics,Central,3444.22,4,669.66,2023,2,Feb,2023-02,19.44
2021-05-06,Desk,Furniture,East,3013.11,5,1147.93,2021,5,May,2021-05,38.1
2021-09-10,Yoga Mat,Sports,North,116.73,2,47.85,2021,9,Sep,2021-09,40.99
2021-05-03,Running Shoes,Sports,South,136.3,1,58.15,2021,5,May,2021-05,42.66
2021-12-09,Lamp,Furniture,Central,410.89,4,131.69,2021,12,Dec,2021-12,32.05
2023-01-21,Bread,Groceries,South,12.44,1,1.76,2023,1,Jan,2023-01,14.15
2021-06-05,Tennis Racket,Sports,North,224.53,1,76.99,2021,6,Jun,2021-06,34.29
2022-07-16,Olive Oil,Groceries,North,31.43,7,3.36,2022,7,Jul,2022-07,10.69
2021-08-28,Dress,Clothing,West,133.39,4,54.17,2021,8,Aug,2021-08,40.61
2022-10-26,Juice,Groceries,East,11.12,3,1.34,2022,10,Oct,2022-10,12.05
2023-07-02,Cereal,Groceries,Central,29.28,2,4.19,2023,7,Jul,2023-07,14.31
2023-11-06,Smartphone,Electronics,South,436.46000000000004,4,914.54,2023,11,Nov,2023-11,209.54
2021-01-12,Smartphone,Electronics,North,2664.11,3,347.76,2021,1,Jan,2021-01,13.05
2021-02-28,Shorts,Clothing,South,284.12,2,150.9,2021,2,Feb,2021-02,53.11
2021-03-07,Chair,Furniture,Central,706.39,1,241.65,2021,3,Mar,2021-03,34.21
2022-04-06,Bookshelf,Furniture,West,113.45,1,33.51,2022,4,Apr,2022-04,29.54
2021-11-24,Bread,Groceries,South,60.89,3,3.09,2021,11,Nov,2021-11,5.07
2022-12-31,Jacket,Clothing,Central,298.95,2,90.33,2022,12,Dec,2022-12,30.22
2021-10-18,Shoes,Clothing,South,552.09,3,186.84,2021,10,Oct,2021-10,33.84
2023-03-15,Running Shoes,Sports,East,140.15,3,37.48,2023,3,Mar,2023-03,26.74
2022-09-08,Jacket,Clothing,North,319.39,2,139.87,2022,9,Sep,2022-09,43.79
2021-02-12,Jeans,Clothing,North,546.33,3,260.58,2021,2,Feb,2021-02,47.7
2021-06-24,Sofa,Furniture,North,721.46,1,256.2,2021,6,Jun,2021-06,35.51
2022-04-01,Bicycle,Sports,North,252.21,2,68.89,2022,4,Apr,2022-04,27.31
2022-07-27,Laptop,Electronics,North,2247.72,2,441.74,2022,7,Jul,2022-07,19.65
2023-02-11,Milk,Groceries,North,1.53,1,0.09,2023,2,Feb,2023-02,5.88
2021-10-08,Sofa,Furniture,Central,942.82,4,240.18,2021,10,Oct,2021-10,25.47
2023-08-18,Running Shoes,Sports,West,293.46,1,115.68,2023,8,Aug,2023-08,39.42
2021-12-07,Tennis Racket,Sports,North,675.96,4,282.36,2021,12,Dec,2021-12,41.77
2021-12-21,Chair,Furniture,North,1896.31,4,389.59,2021,12,Dec,2021-12,20.54
2021-03-27,Yoga Mat,Sports,West,70.67,3,31.69,2021,3,Mar,2021-03,44.84
2023-06-20,Monitor,Electronics,South,622.06,2,72.96,2023,6,Jun,2023-06,11.73
2023-12-15,Milk,Groceries,North,146.34,9,13.89,2023,12,Dec,2023-12,9.49
2022-10-15,Yoga Mat,Sports,South,978.21,3,289.24,2022,10,Oct,2022-10,29.57
2023-10-06,Olive Oil,Groceries,North,109.68,4,13.89,2023,10,Oct,2023-10,12.66
2022-06-26,Tablet,Electronics,West,308.04,4,55.33,2022,6,Jun,2022-06,17.96
2021-06-11,Laptop,Electronics,Central,53.96,1,5.74,2021,6,Jun,2021-06,10.64
2023-07-29,Bed Frame,Furniture,East,2582.5,5,523.17,2023,7,Jul,2023-07,20.26
2023-02-05,Bicycle,Sports,South,134.5,1,60.23,2023,2,Feb,2023-02,44.78
2023-09-04,Sofa,Furniture,West,1870.05,6,519.78,2023,9,Sep,2023-09,27.79
2023-09-03,Tennis Racket,Sports,West,970.13,5,345.26,2023,9,Sep,2023-09,35.59
2022-08-29,Running Shoes,Sports,West,1753.41,5,446.03,2022,8,Aug,2022-08,25.44
2023-12-04,Sweater,Clothing,North,930.15,5,417.9,2023,12,Dec,2023-12,44.93
2023-11-27,Wardrobe,Furniture,West,601.38,4,138.17,2023,11,Nov,2023-11,22.98
2023-01-12,Olive Oil,Groceries,East,19.19,1,2.22,2023,1,Jan,2023-01,11.57
2023-06-18,Tennis Racket,Sports,East,112.0,4,47.67,2023,6,Jun,2023-06,42.56
2022-03-20,Smartwatch,Electronics,North,1567.7,2,304.21,2022,3,Mar,2022-03,19.4
2023-07-03,Chair,Furniture,East,1909.28,4,399.64,2023,7,Jul,2023-07,20.93
2021-08-08,T-Shirt,Clothing,North,457.52,3,145.87,2021,8,Aug,2021-08,31.88
2023-08-03,Tablet,Electronics,East,604.44,5,98.25,2023,8,Aug,2023-08,16.25
2021-07-26,Yoga Mat,Sports,Central,246.88,5,95.8,2021,7,Jul,2021-07,38.8
2022-10-22,Sweater,Clothing,North,82.02,1,38.32,2022,10,Oct,2022-10,46.72
2022-11-01,Smartphone,Electronics,South,1928.81,2,306.94,2022,11,Nov,2022-11,15.91
2023-03-02,Shorts,Clothing,Central,774.4,4,350.0,2023,3,Mar,2023-03,45.2
2023-10-05,Dress,Clothing,South,535.58,3,186.26,2023,10,Oct,2023-10,34.78
2022-11-10,Chair,Furniture,East,3148.55,7,781.82,2022,11,Nov,2022-11,24.83
2022-09-12,Sweater,Clothing,South,280.19,3,138.9,2022,9,Sep,2022-09,49.57
2023-10-16,Dress,Clothing,East,383.98,4,118.23,2023,10,Oct,2023-10,30.79
2022-04-13,Smartwatch,Electronics,South,237.75,4,40.75,2022,4,Apr,2022-04,17.14
2021-10-21,Juice,Groceries,North,50.51,3,6.81,2021,10,Oct,2021-10,13.48
2022-07-25,Yoga Mat,Sports,North,578.59,2,212.36,2022,7,Jul,2022-07,36.7
2023-07-19,Running Shoes,Sports,South,318.45,5,128.1,2023,7,Jul,2023-07,40.23
2023-02-02,Bookshelf,Furniture,West,1793.63,3,680.92,2023,2,Feb,2023-02,37.96
2022-01-15,Webcam,Electronics,West,880.6,3,138.44,2022,1,Jan,2022-01,15.72
2021-11-25,Wardrobe,Furniture,South,412.49,5,156.11,2021,11,Nov,2021-11,37.85
2021-10-19,Milk,Groceries,North,41.77,4,4.23,2021,10,Oct,2021-10,10.13
2021-04-13,T-Shirt,Clothing,North,298.32,5,131.17,2021,4,Apr,2021-04,43.97
2022-10-18,Cereal,Groceries,East,3.39,1,0.35,2022,10,Oct,2022-10,10.32
2021-12-23,Dumbbell Set,Sports,Central,3358.28,9,1480.49,2021,12,Dec,2021-12,44.08
2023-08-23,Monitor,Electronics,East,567.03,2,64.03,2023,8,Aug,2023-08,11.29
2021-09-03,Monitor,Electronics,East,1675.86,3,136.13,2021,9,Sep,2021-09,8.12
2021-04-21,Coffee,Groceries,South,13.99,3,1.48,2021,4,Apr,2021-04,10.58
2021-12-04,Sofa,Furniture,Central,4171.41,7,1164.45,2021,12,Dec,2021-12,27.92
2023-04-02,Dumbbell Set,Sports,East,612.57,5,177.33,2023,4,Apr,2023-04,28.95
2022-10-15,Milk,Groceries,West,45.2,3,6.29,2022,10,Oct,2022-10,13.92
2021-01-22,Laptop,Electronics,East,3241.87,3,568.11,2021,1,Jan,2021-01,17.52
2022-09-29,Running Shoes,Sports,South,207.24,2,77.72,2022,9,Sep,2022-09,37.5
2023-10-04,Tablet,Electronics,Central,159.26,2,20.82,2023,10,Oct,2023-10,13.07
2022-06-24,Tennis Racket,Sports,West,1260.13,4,364.65,2022,6,Jun,2022-06,28.94
2021-10-20,Bicycle,Sports,North,379.03,3,162.83,2021,10,Oct,2021-10,42.96
2022-11-21,Cereal,Groceries,Central,31.77,6,4.52,2022,11,Nov,2022-11,14.23
2023-04-21,Tennis Racket,Sports,West,604.08,3,189.47,2023,4,Apr,2023-04,31.37
2023-07-17,Smartwatch,Electronics,Central,239.23,2,41.03,2023,7,Jul,2023-07,17.15
2021-03-04,Bed Frame,Furniture,West,196.09,1,66.7,2021,3,Mar,2021-03,34.01
2023-12-23,Laptop,Electronics,North,4757.41,7,949.83,2023,12,Dec,2023-12,19.97
2021-09-25,Yoga Mat,Sports,East,945.12,5,400.3,2021,9,Sep,2021-09,42.35
2023-03-09,Sofa,Furniture,East,438.68,1,101.71,2023,3,Mar,2023-03,23.19
2021-05-20,Cereal,Groceries,South,18.52,3,1.1,2021,5,May,2021-05,5.94
2023-10-19,Cereal,Groceries,East,8.1,4,0.82,2023,10,Oct,2023-10,10.12
2021-04-13,Cereal,Groceries,West,43.89,2,4.26,2021,4,Apr,2021-04,9.71
2023-04-11,Headphones,Electronics,East,3891.38,4,731.62,2023,4,Apr,2023-04,18.8
2022-09-19,Webcam,Electronics,Central,4544.72,7,578.74,2022,9,Sep,2022-09,12.73
2021-04-01,Chair,Furniture,West,545.06,3,209.03,2021,4,Apr,2021-04,38.35
2022-01-18,Laptop,Electronics,Central,1122.43,1,107.49,2022,1,Jan,2022-01,9.58
2022-11-22,Sweater,Clothing,South,727.28,6,378.9,2022,11,Nov,2022-11,52.1
2022-09-09,Dress,Clothing,Central,109.03,2,52.94,2022,9,Sep,2022-09,48.56
2021-07-30,Yoga Mat,Sports,Central,28.72,1,12.7,2021,7,Jul,2021-07,44.22
2023-04-17,Jeans,Clothing,North,436.46000000000004,1,130.83,2023,4,Apr,2023-04,29.98
2023-03-26,Bicycle,Sports,East,410.78,2,182.9,2023,3,Mar,2023-03,44.53
2023-12-30,Juice,Groceries,East,7.07,3,0.81,2023,12,Dec,2023-12,11.46
2023-01-27,Sofa,Furniture,South,459.1,1,173.52,2023,1,Jan,2023-01,37.8
2021-06-21,Jacket,Clothing,Central,168.37,1,68.74,2021,6,Jun,2021-06,40.83
2022-02-22,Chair,Furniture,Central,2466.84,5,650.18,2022,2,Feb,2022-02,26.36
2023-02-16,Bed Frame,Furniture,North,901.75,4,236.45,2023,2,Feb,2023-02,26.22
2023-09-11,Smartwatch,Electronics,Central,4399.83,3,801.88,2023,9,Sep,2023-09,18.23
2021-01-04,Jacket,Clothing,East,941.09,5,509.13,2021,1,Jan,2021-01,54.1
2021-10-04,Juice,Groceries,South,118.77,6,11.05,2021,10,Oct,2021-10,9.3
2021-12-17,Smartwatch,Electronics,Central,4392.88,6,530.67,2021,12,Dec,2021-12,12.08
2022-05-15,Bicycle,Sports,South,851.86,3,233.2,2022,5,May,2022-05,27.38
2021-06-21,Shorts,Clothing,North,285.17,5,107.28,2021,6,Jun,2021-06,37.62
2023-08-10,Jeans,Clothing,South,983.76,5,485.07,2023,8,Aug,2023-08,49.31
2021-11-18,Bread,Groceries,South,26.77,3,3.26,2021,11,Nov,2021-11,12.18
2023-10-26,Wardrobe,Furniture,East,3519.0,7,1316.19,2023,10,Oct,2023-10,37.4
2023-03-18,Webcam,Electronics,North,3712.11,3,350.6,2023,3,Mar,2023-03,9.44
2021-08-03,T-Shirt,Clothing,North,164.67,1,75.35,2021,8,Aug,2021-08,45.76
2021-01-20,Wardrobe,Furniture,Central,761.72,1,170.09,2021,1,Jan,2021-01,22.33
2023-07-06,Wardrobe,Furniture,West,2096.9,4,599.9,2023,7,Jul,2023-07,28.61
2021-03-02,Milk,Groceries,Central,85.05,4,10.86,2021,3,Mar,2021-03,12.77
2023-06-13,Juice,Groceries,West,117.6,4,6.35,2023,6,Jun,2023-06,5.4
2022-08-26,Jeans,Clothing,South,1006.94,8,353.57,2022,8,Aug,2022-08,35.11
2022-06-30,Bookshelf,Furniture,South,637.54,1,191.9,2022,6,Jun,2022-06,30.1
2021-08-06,Sofa,Furniture,East,366.9,1,80.29,2021,8,Aug,2021-08,21.88
2023-05-14,Coffee,Groceries,Central,10.49,1,1.42,2023,5,May,2023-05,13.54
2022-11-11,Webcam,Electronics,West,1699.46,3,160.13,2022,11,Nov,2022-11,9.42
2021-02-18,Cereal,Groceries,East,7.12,1,0.87,2021,2,Feb,2021-02,12.22
2022-04-25,Dumbbell Set,Sports,Central,182.38,1,62.82,2022,4,Apr,2022-04,34.44
2023-12-14,Bookshelf,Furniture,East,274.2,2,79.9,2023,12,Dec,2023-12,29.14
2022-05-26,Olive Oil,Groceries,East,83.22,4,7.05,2022,5,May,2022-05,8.47
2022-12-22,Running Shoes,Sports,East,910.43,6,305.42,2022,12,Dec,2022-12,33.55
2023-06-14,Jacket,Clothing,Central,282.63,7,150.5,2023,6,Jun,2023-06,53.25
2021-08-21,Laptop,Electronics,East,2297.73,4,244.05,2021,8,Aug,2021-08,10.62
2022-07-30,Juice,Groceries,East,27.47,1,2.05,2022,7,Jul,2022-07,7.46
2023-07-13,Wardrobe,Furniture,North,1798.47,5,484.25,2023,7,Jul,2023-07,26.93
2021-12-09,Cereal,Groceries,East,28.84,2,3.04,2021,12,Dec,2021-12,10.54
2022-05-18,Dumbbell Set,Sports,Central,547.08,2,188.56,2022,5,May,2022-05,34.47
2021-09-18,Laptop,Electronics,West,5647.95,9,881.56,2021,9,Sep,2021-09,15.61
2023-08-31,T-Shirt,Clothing,North,189.7,1,57.43,2023,8,Aug,2023-08,30.27
2022-09-27,Bicycle,Sports,West,336.07,1,117.56,2022,9,Sep,2022-09,34.98
2021-06-03,Tennis Racket,Sports,West,1121.37,3,371.81,2021,6,Jun,2021-06,33.16
2023-02-13,Shoes,Clothing,North,151.29,1,71.73,2023,2,Feb,2023-02,47.41
2022-11-15,Wardrobe,Furniture,East,405.36,1,145.32,2022,11,Nov,2022-11,35.85
2021-02-01,Olive Oil,Groceries,South,56.41,4,5.88,2021,2,Feb,2021-02,10.42
2023-09-03,Bed Frame,Furniture,Central,746.52,4,238.53,2023,9,Sep,2023-09,31.95
2021-06-06,Tablet,Electronics,East,867.88,1,151.65,2021,6,Jun,2021-06,17.47
2021-05-07,Laptop,Electronics,North,7076.64,5,892.18,2021,5,May,2021-05,12.61
2022-08-13,Yoga Mat,Sports,North,353.51,4,146.29,2022,8,Aug,2022-08,41.38
2022-07-20,Juice,Groceries,South,25.97,2,2.05,2022,7,Jul,2022-07,7.89
2021-03-23,Yoga Mat,Sports,East,114.44,2,35.12,2021,3,Mar,2021-03,30.69
2021-09-15,Running Shoes,Sports,North,175.72,6,65.79,2021,9,Sep,2021-09,37.44
2023-10-01,Bookshelf,Furniture,South,2196.12,4,740.9,2023,10,Oct,2023-10,33.74
2022-06-15,Yoga Mat,Sports,East,118.72,2,46.49,2022,6,Jun,2022-06,39.16
2023-04-22,Dumbbell Set,Sports,East,278.33,1,104.84,2023,4,Apr,2023-04,37.67
2023-09-06,Webcam,Electronics,South,6960.67,5,618.6,2023,9,Sep,2023-09,8.89
2021-11-18,Dumbbell Set,Sports,West,2855.65,9,886.44,2021,11,Nov,2021-11,31.04
2021-06-08,Bed Frame,Furniture,Central,1311.8,3,492.18,2021,6,Jun,2021-06,37.52
2021-06-04,Bookshelf,Furniture,South,654.16,1,173.2,2021,6,Jun,2021-06,26.48
2021-06-01,Chair,Furniture,South,1399.54,2,517.11,2021,6,Jun,2021-06,36.95
2021-05-05,Laptop,Electronics,North,4255.96,3,383.61,2021,5,May,2021-05,9.01
2023-07-10,Running Shoes,Sports,South,128.45,1,51.92,2023,7,Jul,2023-07,40.42
2021-12-31,Bicycle,Sports,South,1106.58,4,364.83,2021,12,Dec,2021-12,32.97
2023-04-22,Desk,Furniture,Central,391.89,1,153.19,2023,4,Apr,2023-04,39.09
2022-08-31,Rice,Groceries,South,37.91,3,2.31,2022,8,Aug,2022-08,6.09
